tau,g(tau)
0.0,0.003585835948005378
0.1,0.0034602076124567466
0.2,0.005725190839694656
0.3,0.005484460694698354
0.4,0.018083182640144666
0.5,0.042553191489361694
0.6,0.08143939393939395
0.7,0.13863216266173753
0.8,0.2279411764705882
0.9,0.2685185185185185
1.0,0.3562992125984252
1.1,0.3752310536044362
1.2,0.5625
1.3,0.614942528735632
1.4,0.6802325581395349
1.5,0.7475345167652859
1.6,0.714548802946593
1.7,0.8076923076923076
1.8,0.9165048543689319
1.9,0.956439393939394
2.0,0.9556451612903226
2.1,0.9612403100775193
2.2,1.0511247443762781
2.3,1.0080160320641283
2.4,1.0553191489361702
2.5,1.0787234042553193
2.6,0.978
2.7,1.0163934426229506
2.8,1.1434878587196466
2.9,1.2190265486725664
3.0,1.13189448441247
3.1,1.1441441441441442
3.2,1.199004975124378
3.3,1.2594458438287153
3.4,1.0066964285714286
3.5,1.1012345679012345
3.6,1.0920096852300243
3.7,1.237467018469657
3.8,1.149746192893401
3.9,1.0145278450363195
4.0,1.0100755667506296
4.1,0.9454094292803971
4.2,0.9484536082474226
4.3,1.0153061224489794
4.4,0.9789473684210526
4.5,0.9350649350649349
4.6,1.0508474576271185
4.7,1.0449101796407185
4.8,1.1634615384615385
4.9,1.114613180515759
5.0,1.0403458213256485
5.1,1.1264367816091954
5.2,1.153846153846154
5.3,1.1282894736842104
5.4,1.0031347962382444
5.5,1.0310344827586206
5.6,0.9313725490196076
5.7,1.0884955752212389
5.8,0.9277566539923954
5.9,0.8892988929889298
6.0,0.9374999999999999
6.1,0.8992248062015502
6.2,0.868421052631579
6.3,0.8554216867469879
6.4,0.9247787610619469
6.5,0.9497716894977171
6.6,1.0883720930232559
6.7,1.1802575107296136
6.8,0.9743589743589741
6.9,1.141509433962264
7.0,1.1044776119402986
7.1,1.0574162679425836
7.2,0.9752475247524752
7.3,0.9408866995073892
7.4,1.0646766169154227
7.5,1.0597014925373134
7.6,0.9892473118279569
7.7,0.8888888888888888
7.8,1.2469879518072289
7.9,1.1271676300578035
8.0,1.141304347826087
8.1,1.0280898876404494
8.2,1.1724137931034482
8.3,1.2287581699346404
8.4,0.9820359281437124
8.5,1.27007299270073
8.6,1.0354609929078014
8.7,1.1911764705882353
8.8,1.0615384615384615
8.9,1.1496062992125982
9.0,1.1096774193548387
9.1,1.1103448275862067
9.2,1.3333333333333333
9.3,1.2538461538461538
9.4,1.351351351351351
9.5,0.9999999999999999
9.6,1.034188034188034
9.7,1.1607142857142856
9.8,0.8666666666666667
9.9,0.972972972972973
10.0,0.9682539682539683
10.1,1.2115384615384617
10.2,1.0
10.3,1.1565217391304345
10.4,1.2959183673469385
10.5,1.1894736842105262
10.6,1.206896551724138
10.7,1.1477272727272727
10.8,1.2716049382716048
10.9,1.2696629213483146
11.0,1.0786516853932584
11.1,1.2962962962962963
11.2,0.9999999999999999
11.3,1.1374999999999997
11.4,1.159090909090909
11.5,1.2
11.6,0.9438202247191009
11.7,1.064102564102564
11.8,1.125
11.9,1.4225352112676057
12.0,1.0579710144927537
12.1,1.1999999999999997
12.2,0.8421052631578947
12.3,0.7560975609756098
12.4,0.6823529411764705
12.5,0.8709677419354838
12.6,0.8493150684931505
12.7,0.6301369863013698
12.8,0.5675675675675675
12.9,0.828125
13.0,0.7377049180327869
13.1,0.896551724137931
13.2,0.5844155844155845
13.3,1.0
13.4,0.7999999999999999
13.5,0.8867924528301887
13.6,1.0499999999999998
13.7,1.4864864864864864
13.8,0.9199999999999999
13.9,0.7368421052631579
14.0,0.8163265306122448
14.1,1.0625
14.2,0.9230769230769232
14.3,0.659090909090909
14.4,0.6226415094339622
14.5,0.5882352941176471
14.6,0.5490196078431372
14.7,0.9999999999999999
14.8,0.851063829787234
14.9,0.6842105263157894
15.0,0.8444444444444446
15.1,1.032258064516129
15.2,0.7567567567567567
15.3,0.6037735849056604
15.4,0.7999999999999999
15.5,0.6458333333333333
15.6,0.9999999999999999
15.7,0.7499999999999999
15.8,0.826923076923077
15.9,1.1749999999999998
16.0,1.6470588235294117
16.1,1.3846153846153848
16.2,1.4827586206896552
16.3,0.9999999999999999
16.4,1.6666666666666667
16.5,1.0
16.6,0.8653846153846155
16.7,1.2941176470588234
16.8,1.3333333333333333
16.9,1.5769230769230769
17.0,1.1515151515151516
17.1,1.0333333333333332
17.2,1.0256410256410255
17.3,0.9999999999999999
17.4,1.2666666666666666
17.5,0.9024390243902439
17.6,1.2647058823529411
17.7,1.0294117647058822
17.8,0.7674418604651162
17.9,0.8333333333333334
18.0,1.2903225806451613
18.1,1.6666666666666663
18.2,1.3333333333333333
18.3,1.368421052631579
18.4,1.7
18.5,1.0740740740740737
18.6,0.5897435897435898
18.7,1.368421052631579
18.8,0.8148148148148148
18.9,0.6666666666666666
19.0,0.5833333333333333
19.1,0.5294117647058824
19.2,1.1999999999999997
19.3,0.7692307692307693
19.4,0.7857142857142857
19.5,1.3333333333333333
19.6,0.7307692307692308
19.7,1.3333333333333333
19.8,1.3499999999999999
19.9,1.4499999999999997
20.0,0.9090909090909091
20.1,1.4999999999999998
20.2,1.722222222222222
20.3,1.5
20.4,0.9999999999999999
20.5,1.1428571428571428
20.6,1.8181818181818181
20.7,0.8636363636363635
20.8,0.8749999999999999
20.9,0.7894736842105263
21.0,0.8823529411764706
21.1,0.7391304347826088
21.2,0.6875000000000001
21.3,1.0
21.4,1.5714285714285714
21.5,1.5833333333333333
21.6,1.1999999999999997
21.7,0.9999999999999999
21.8,1.1875
21.9,0.9523809523809524
22.0,2.0625
22.1,0.6785714285714285
22.2,0.9565217391304348
22.3,0.7142857142857143
22.4,1.2
22.5,0.9999999999999999
22.6,0.9999999999999999
22.7,0.5
22.8,0.5625
22.9,1.2307692307692308
23.0,0.5909090909090909
23.1,1.3846153846153848
23.2,0.7
23.3,3.714285714285714
23.4,1.0625
23.5,1.0909090909090908
23.6,0.5714285714285714
23.7,0.7272727272727273
23.8,0.9
23.9,0.7142857142857142
24.0,0.49999999999999994
24.1,1.3
24.2,0.5217391304347826
24.3,0.6111111111111112
24.4,1.5714285714285714
24.5,0.9
24.6,2.6666666666666665
24.7,0.9333333333333332
24.8,1.1666666666666665
24.9,1.1428571428571428
25.0,1.5454545454545454
25.1,2.1999999999999997
25.2,0.8421052631578947
25.3,0.5454545454545454
25.4,1.0
25.5,1.0625
25.6,1.9999999999999998
25.7,2.6666666666666665
25.8,1.2307692307692308
25.9,1.8
26.0,2.125
26.1,0.7272727272727273
26.2,0.923076923076923
26.3,1.2727272727272725
26.4,1.7499999999999998
26.5,2.833333333333333
26.6,0.8181818181818182
26.7,0.9285714285714285
26.8,0.6666666666666666
26.9,0.4761904761904762
27.0,0.8181818181818182
27.1,0.857142857142857
27.2,1.25
27.3,1.1666666666666665
27.4,1.3
27.5,2.25
27.6,1.5714285714285714
27.7,0.49999999999999994
27.8,0.8333333333333331
27.9,0.8181818181818182
28.0,1.5
28.1,0.8888888888888888
28.2,0.7
28.3,1.0
28.4,1.1111111111111112
28.5,0.6666666666666667
28.6,2.142857142857143
28.7,0.5625
28.8,1.6666666666666663
28.9,0.8749999999999999
29.0,1.6666666666666663
29.1,0.6428571428571428
29.2,0.75
29.3,0.7777777777777777
29.4,0.45454545454545453
29.5,0.375
29.6,0.8749999999999999
29.7,0.4166666666666666
29.8,0.9999999999999999
29.9,0.9999999999999999
30.0,1.1111111111111112
30.1,0.75
30.2,1.0769230769230769
30.3,0.9
30.4,1.1111111111111112
30.5,0.9166666666666666
30.6,1.2857142857142856
30.7,1.125
30.8,0.7777777777777777
30.9,1.8333333333333333
31.0,1.0909090909090908
31.1,2.3999999999999995
31.2,1.0
31.3,0.9166666666666666
31.4,2.1666666666666665
31.5,0.45454545454545453
31.6,2.6
31.7,0.5999999999999999
31.8,3.0
31.9,1.2307692307692308
32.0,0.6363636363636362
32.1,1.857142857142857
32.2,1.625
32.3,0.7777777777777777
32.4,1.1666666666666665
32.5,0.8749999999999999
32.6,1.5
32.7,2.5
32.8,2.5
32.9,0.6666666666666666
33.0,0.49999999999999994
33.1,0.6666666666666666
33.2,1.25
33.3,0.7999999999999999
33.4,0.857142857142857
33.5,6.999999999999999
33.6,1.1428571428571428
33.7,1.5
33.8,1.1666666666666665
33.9,0.7999999999999999
34.0,2.25
34.1,0.9999999999999999
34.2,0.6666666666666666
34.3,0.5999999999999999
34.4,0.9999999999999999
34.5,0.9999999999999999
34.6,0.5999999999999999
34.7,0.5999999999999999
34.8,1.25
34.9,0.8333333333333331
35.0,0.7142857142857142
35.1,1.1666666666666665
35.2,1.3333333333333333
35.3,1.7499999999999998
35.4,1.1999999999999997
35.5,1.3750000000000002
35.6,2.7500000000000004
35.7,1.2857142857142856
35.8,1.8
35.9,1.4
36.0,0.9999999999999999
36.1,3.0
36.2,1.9999999999999998
36.3,1.9999999999999998
36.4,1.7499999999999998
36.5,0.7999999999999999
36.6,0.9999999999999999
36.7,0.24999999999999997
36.8,0.3333333333333333
36.9,0.49999999999999994
37.0,1.5
37.1,1.6666666666666663
37.2,0.3333333333333333
37.3,1.9999999999999998
37.4,1.1999999999999997
37.5,0.9999999999999999
37.6,0.7142857142857142
37.7,1.3333333333333333
37.8,0.49999999999999994
37.9,0.9999999999999999
38.0,3.0
38.1,0.5999999999999999
38.2,1.6666666666666663
38.3,0.625
38.4,1.7499999999999998
38.5,0.9999999999999999
38.7,0.5999999999999999
38.8,1.25
38.9,0.24999999999999997
39.0,0.5999999999999999
39.1,2.5
39.2,0.5999999999999999
39.3,0.5999999999999999
39.4,6.999999999999999
39.8,0.49999999999999994
39.9,0.39999999999999997
40.0,0.12499999999999999
40.2,0.9999999999999999
40.3,0.5714285714285714
40.4,0.9999999999999999
40.5,0.14285714285714285
40.6,0.39999999999999997
40.7,0.9999999999999999
40.8,0.49999999999999994
40.9,0.9999999999999999
41.1,0.14285714285714285
41.2,0.19999999999999998
41.3,1.9999999999999998
41.4,1.6666666666666663
41.5,0.2857142857142857
41.7,0.9999999999999999
41.8,0.9999999999999999
41.9,0.49999999999999994
42.1,0.9999999999999999
42.2,0.3333333333333333
42.3,2.333333333333333
42.5,0.75
42.6,0.49999999999999994
42.8,0.49999999999999994
42.9,3.0
43.0,0.9999999999999999
43.2,0.9999999999999999
43.4,0.49999999999999994
43.5,2.5
43.6,0.3333333333333333
43.7,0.49999999999999994
43.8,0.3333333333333333
43.9,0.9999999999999999
44.1,0.6666666666666666
44.2,1.5
44.4,0.24999999999999997
44.5,0.9999999999999999
44.6,0.24999999999999997
44.7,0.49999999999999994
44.9,0.49999999999999994
45.1,0.49999999999999994
45.3,0.19999999999999998
45.4,0.6666666666666666
45.5,0.9999999999999999
45.7,1.5
46.1,0.9999999999999999
46.4,0.49999999999999994
46.6,0.19999999999999998
46.9,0.9999999999999999
47.0,1.9999999999999998
47.2,0.49999999999999994
47.5,0.3333333333333333
47.7,0.49999999999999994
47.9,0.9999999999999999
48.3,0.9999999999999999
48.4,0.9999999999999999
48.7,0.9999999999999999
49.0,0.9999999999999999
49.3,1.5
49.7,0.9999999999999999
49.8,0.49999999999999994
50.1,0.49999999999999994
50.2,0.3333333333333333
50.3,0.9999999999999999
50.4,0.7999999999999999
50.5,1.5
50.7,0.9999999999999999
50.9,1.9999999999999998
51.1,0.9999999999999999
51.7,0.3333333333333333
52.1,3.0
52.4,0.9999999999999999
52.5,0.49999999999999994
52.7,0.9999999999999999
53.0,3.9999999999999996
53.1,0.6666666666666666
53.2,0.6666666666666666
53.3,0.9999999999999999
53.4,1.9999999999999998
53.5,0.3333333333333333
53.6,0.3333333333333333
53.7,0.24999999999999997
53.8,0.49999999999999994
54.0,0.75
54.3,0.49999999999999994
54.4,0.9999999999999999
54.5,0.49999999999999994
54.7,1.9999999999999998
55.3,0.9999999999999999
55.5,0.6666666666666666
55.6,0.9999999999999999
55.7,0.24999999999999997
56.1,0.3333333333333333
56.4,0.49999999999999994
56.5,0.9999999999999999
56.8,1.9999999999999998
56.9,0.49999999999999994
57.2,0.3333333333333333
57.3,0.3333333333333333
57.5,1.9999999999999998
57.6,1.5
57.7,0.9999999999999999
57.8,0.9999999999999999
57.9,0.9999999999999999
58.0,3.0
58.1,1.5
58.3,0.3333333333333333
58.4,0.9999999999999999
58.5,0.9999999999999999
58.6,0.9999999999999999
58.8,0.49999999999999994
58.9,1.5
59.0,0.39999999999999997
59.1,0.49999999999999994
59.2,0.9999999999999999
59.3,1.9999999999999998
59.4,1.9999999999999998
60.0,0.49999999999999994
60.5,0.49999999999999994
60.9,1.9999999999999998
61.7,0.9999999999999999
61.8,0.9999999999999999
62.3,0.49999999999999994
62.6,0.9999999999999999
62.7,0.9999999999999999
62.8,1.9999999999999998
63.1,1.9999999999999998
63.3,0.9999999999999999
63.5,0.9999999999999999
63.6,0.3333333333333333
63.8,0.9999999999999999
63.9,0.49999999999999994
64.3,0.24999999999999997
64.8,0.9999999999999999
64.9,0.49999999999999994
65.0,0.49999999999999994
65.1,1.9999999999999998
65.2,0.3333333333333333
66.1,0.19999999999999998
66.2,0.9999999999999999
66.3,1.9999999999999998
66.5,0.9999999999999999
66.8,0.3333333333333333
66.9,0.49999999999999994
67.0,0.9999999999999999
67.1,0.9999999999999999
67.2,0.3333333333333333
67.4,1.9999999999999998
67.5,1.9999999999999998
67.6,1.9999999999999998
67.9,0.9999999999999999
68.0,0.49999999999999994
68.3,0.49999999999999994
68.4,0.9999999999999999
68.8,0.49999999999999994
70.0,0.9999999999999999
70.1,0.9999999999999999
70.2,0.6666666666666666
70.3,0.9999999999999999
71.2,0.24999999999999997
72.3,0.49999999999999994
72.8,1.9999999999999998
72.9,0.9999999999999999
73.0,1.5
73.1,0.9999999999999999
73.2,0.9999999999999999
73.3,0.9999999999999999
73.5,0.9999999999999999
73.9,1.9999999999999998
74.4,1.9999999999999998
75.9,0.9999999999999999
76.1,0.9999999999999999
76.2,0.9999999999999999
77.8,0.9999999999999999
77.9,0.9999999999999999
78.5,0.9999999999999999
79.2,1.9999999999999998
79.3,0.3333333333333333
80.1,0.9999999999999999
80.2,0.49999999999999994
80.3,0.9999999999999999
80.4,1.9999999999999998
80.5,0.9999999999999999
83.7,0.9999999999999999
84.3,0.9999999999999999
89.0,0.49999999999999994
89.5,0.9999999999999999
89.8,0.49999999999999994
91.0,0.9999999999999999
96.3,0.49999999999999994
96.8,1.9999999999999998
97.1,0.9999999999999999
97.2,0.9999999999999999
97.3,0.9999999999999999
