tau,g(tau)
97.5,0.9999999999999999
97.9,3.0
98.0,1.9999999999999998
98.1,1.9999999999999998
98.2,0.6666666666666666
98.3,0.9999999999999999
98.4,0.24999999999999997
98.6,1.9999999999999998
99.6,0.9999999999999999
99.7,0.9999999999999999
100.2,0.9999999999999999
100.6,0.9999999999999999
100.9,1.9999999999999998
101.1,1.9999999999999998
101.3,0.3333333333333333
102.3,0.9999999999999999
102.4,0.49999999999999994
103.3,1.9999999999999998
103.4,1.9999999999999998
103.9,1.9999999999999998
104.0,0.9999999999999999
104.3,3.0
104.4,3.0
104.6,0.9999999999999999
105.3,3.0
105.4,0.9999999999999999
105.6,1.9999999999999998
105.7,0.9999999999999999
106.1,0.9999999999999999
106.2,0.49999999999999994
106.3,3.0
106.5,0.9999999999999999
106.8,0.9999999999999999
106.9,1.9999999999999998
107.4,0.9999999999999999
107.6,0.9999999999999999
107.8,0.9999999999999999
108.0,3.9999999999999996
108.1,0.9999999999999999
108.3,0.9999999999999999
108.4,1.9999999999999998
108.7,0.9999999999999999
109.6,0.9999999999999999
110.7,0.9999999999999999
111.1,0.9999999999999999
111.7,0.9999999999999999
112.7,0.9999999999999999
116.1,1.9999999999999998
116.4,3.0
116.6,0.9999999999999999
116.7,1.9999999999999998
117.1,1.9999999999999998
117.2,0.9999999999999999
118.3,0.9999999999999999
118.5,0.9999999999999999
118.6,1.9999999999999998
121.6,0.49999999999999994
124.3,0.9999999999999999
128.1,0.9999999999999999
137.9,0.49999999999999994
138.0,0.9999999999999999
154.0,0.9999999999999999
154.8,0.49999999999999994
163.0,0.9999999999999999
163.3,0.9999999999999999
163.9,0.9999999999999999
165.6,0.9999999999999999
176.8,0.9999999999999999
195.6,0.49999999999999994
196.1,0.9999999999999999
205.0,0.9999999999999999
248.9,0.9999999999999999
250.4,0.9999999999999999
299.9,1.9999999999999998
